Wish List (%1),收藏夾 (%1),module,Magento_AdvancedCheckout,
Apply,應用,module,Magento_AdvancedCheckout,
Configure,配置,module,Magento_AdvancedCheckout,
Add to Order by SKU,根據商品編號 SKU 添加到訂單,module,Magento_AdvancedCheckout,
Add to Order,添加到訂單,module,Magento_AdvancedCheckout,
Add Products to Order,將產品添加到訂單,module,Magento_AdvancedCheckout,
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> 產品可以關注。</span>",module,Magento_AdvancedCheckout,
Remove All,刪除所有,module,Magento_AdvancedCheckout,
Only %1%2%3 left in stock,倉庫中隻余有 %1%2%3,module,Magento_AdvancedCheckout,
You can buy up to %1 of these per purchase.,每次購買，您最多可以購買 %1。,module,Magento_AdvancedCheckout,
You must buy at least %1 of these per purchase.,每次購買，您必須購買至少%1。,module,Magento_AdvancedCheckout,
Specify the product's options.,指定的產品選項。,module,Magento_AdvancedCheckout,
Alert me when this item is available.,當產品可買時，請通知我。,module,Magento_AdvancedCheckout,
We can't find this customer.,我們無法找到這個顧客。,module,Magento_AdvancedCheckout,
Shopping cart management is disabled for this customer.,此顧客禁用購物車管理。,module,Magento_AdvancedCheckout,
We can't find this store.,我們無法找到這個店鋪。,module,Magento_AdvancedCheckout,
Customers,客戶,module,Magento_AdvancedCheckout,
Shopping Cart,購物車,module,Magento_AdvancedCheckout,
"Sorry, something went wrong. You can find out more in the error log.",抱歉，出問題了，你可以在錯誤日志中找到更多的信息。,module,Magento_AdvancedCheckout,
You do not have access to this.,你沒有權限訪問這個頁面。,module,Magento_AdvancedCheckout,
Ordered item id is not received.,訂購的商品 ID 還沒有收到。,module,Magento_AdvancedCheckout,
Ordered item is not loaded.,訂購的產品沒有上架。,module,Magento_AdvancedCheckout,
Quote item id is not received.,報價商品 ID 還沒有收到。,module,Magento_AdvancedCheckout,
Quote item is not loaded.,報價商品沒有上架。,module,Magento_AdvancedCheckout,
The wish list item id is not received.,收藏夾列表商品 ID 沒有接受到。,module,Magento_AdvancedCheckout,
The wish list item is not loaded.,收藏夾商品沒有上架。,module,Magento_AdvancedCheckout,
An error has occurred. See error log for details.,出問題了，詳細信息請查閱錯誤日志。,module,Magento_AdvancedCheckout,
You cannot configure a product.,您不能配置這個產品。,module,Magento_AdvancedCheckout,
You removed the items.,您刪除的商品。,module,Magento_AdvancedCheckout,
You removed the item.,您已刪除了這個產品。,module,Magento_AdvancedCheckout,
You added %1 to your shopping cart.,您已添加 %1 到您的購物車,module,Magento_AdvancedCheckout,
You cannot add a product.,您不能添加產品。,module,Magento_AdvancedCheckout,
Order by SKU,按 SKU 編碼排序,module,Magento_AdvancedCheckout,
The SKU was not found in the catalog.,在目錄中找不到該商品編號 SKU。,module,Magento_AdvancedCheckout,
Availability: Out of stock.,庫存：缺貨。,module,Magento_AdvancedCheckout,
We don't have as many of these as you want.,您想要的超出我們的存量。,module,Magento_AdvancedCheckout,
You can't add this many to your cart.,您添加的數量已經超出購物車,module,Magento_AdvancedCheckout,
You need to choose options for your item.,您需要為您的商品選擇選項。,module,Magento_AdvancedCheckout,
We can't add the item to your cart.,您不能添加此產品到您的購物車,module,Magento_AdvancedCheckout,
"Please enter an actual number in the ""Qty"" field.","請在""數量""字段中輸入的實際數字。",module,Magento_AdvancedCheckout,
This product is assigned to another website.,本產品已分配給另一個網站。,module,Magento_AdvancedCheckout,
You can add only enabled products.,您可以添加隻啟用的產品。,module,Magento_AdvancedCheckout,
You cannot upload this file.,你無法上傳此文件。,module,Magento_AdvancedCheckout,
The file is empty.,該文件是空的。,module,Magento_AdvancedCheckout,
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","您還沒有輸入產品的 SKU。請 <a href=""%1""> 單擊此處</a> 以添加產品的 SKU。",module,Magento_AdvancedCheckout,
You have not entered a product SKU.,您還沒有輸入產品的 SKU。,module,Magento_AdvancedCheckout,
"We can't add a product to cart by id ""%1"".","不能添加id為 ""%1"" 的產品到購物車 。",module,Magento_AdvancedCheckout,
Something went wrong while reordering this product.,本產品的重新排序時，出了錯。,module,Magento_AdvancedCheckout,
We can't find this wish list.,我們找不到這個願望清單。,module,Magento_AdvancedCheckout,
You added %1 product to your shopping cart.,%1 產品已經添加到您的購物車。,module,Magento_AdvancedCheckout,
You added %1 products to your shopping cart.,%1 產品已經添加到您的購物車。,module,Magento_AdvancedCheckout,
%1 product requires your attention.,%1 產品可以關注。,module,Magento_AdvancedCheckout,
%1 products require your attention.,%1 產品可以關注。,module,Magento_AdvancedCheckout,
"Yes, for Specified Customer Groups",是的，針對指定的客戶群體,module,Magento_AdvancedCheckout,
"Yes, for Everyone",是的，對所有人生效。,module,Magento_AdvancedCheckout,
No,否,module,Magento_AdvancedCheckout,
The file is corrupt.,該文件已損壞。,module,Magento_AdvancedCheckout,
Please upload the file in .csv format.,請上傳 .csv 格式的文件。,module,Magento_AdvancedCheckout,
%1 item(s) need your attention.,%1 項目需要您的關注。,module,Magento_AdvancedCheckout,
Apply Coupon Code,適用的優惠券代碼,module,Magento_AdvancedCheckout,
Remove Coupon Code,刪除優惠券代碼,module,Magento_AdvancedCheckout,
Remove,刪除,module,Magento_AdvancedCheckout,
"The coupon code ""%1"" is not valid.","優惠券代碼""%1""無效。",module,Magento_AdvancedCheckout,
Shopping Cart Items,購物車裡的產品,module,Magento_AdvancedCheckout,
Qty,數量,module,Magento_AdvancedCheckout,
Subtotal,小計,module,Magento_AdvancedCheckout,
Discount,折扣,module,Magento_AdvancedCheckout,
Row Subtotal,行小計,module,Magento_AdvancedCheckout,
Action,操作,module,Magento_AdvancedCheckout,
No ordered items,沒有訂購項,module,Magento_AdvancedCheckout,
Total %1 product(s),總計%1 產品,module,Magento_AdvancedCheckout,
Subtotal:,小計：,module,Magento_AdvancedCheckout,
Please select,請選擇,module,Magento_AdvancedCheckout,
Move to Wish List,移動到收藏夾,module,Magento_AdvancedCheckout,
No item specified.,無指定商品。,module,Magento_AdvancedCheckout,
Are you sure you want to remove this item?,你確定要刪除商品嗎？,module,Magento_AdvancedCheckout,
SKU number,SKU 編號,module,Magento_AdvancedCheckout,
Upload File,上傳文件,module,Magento_AdvancedCheckout,
"Your csv file must include ""sku"" and ""qty"" columns.","您的 csv 文件必須包括""sku""和""數量""列。",module,Magento_AdvancedCheckout,
Reset,重置,module,Magento_AdvancedCheckout,
SKU:,SKU：,module,Magento_AdvancedCheckout,
"Only <span id=""%1_max_allowed"">%2</span> in stock","隻有 <span id=""%1_max_allowed"">%2</span> 有貨",module,Magento_AdvancedCheckout,
Item,商品,module,Magento_AdvancedCheckout,
See price before order confirmation.,確認訂單前顯示價格。,module,Magento_AdvancedCheckout,
What's this?,這是什麼？,module,Magento_AdvancedCheckout,
Incl. Tax,含稅,module,Magento_AdvancedCheckout,
Excl. Tax,不含稅,module,Magento_AdvancedCheckout,
Edit item parameters,修改參數,module,Magento_AdvancedCheckout,
Edit,編輯,module,Magento_AdvancedCheckout,
Remove item,移除商品,module,Magento_AdvancedCheckout,
Products Requiring Attention,可以關注的產品,module,Magento_AdvancedCheckout,
Add to Cart,添加到購物車,module,Magento_AdvancedCheckout,
Sku,SKU,module,Magento_AdvancedCheckout,
File,文件,module,Magento_AdvancedCheckout,
File extensions allowed: .csv,允許使用的文件擴展類型：.csv,module,Magento_AdvancedCheckout,
Add Row,添加行,module,Magento_AdvancedCheckout,
Remove Row,刪除行,module,Magento_AdvancedCheckout,
Add Products By SKU,按 SKU 添加產品,module,Magento_AdvancedCheckout,
Shopping Cart Management,購物車管理,module,Magento_AdvancedCheckout,
View Shopping Cart,查看購物車,module,Magento_AdvancedCheckout,
View and modify Shopping Cart,查看和修改購物車,module,Magento_AdvancedCheckout,
Order by SKU Settings,按 SKU 設置順序,module,Magento_AdvancedCheckout,
Enable Order by SKU on My Account in Storefront,在店面我的賬號啟用 SKU 排序,module,Magento_AdvancedCheckout,
Customer Groups,客戶組,module,Magento_AdvancedCheckout,
Apply Coupon,申請優惠券,module,Magento_AdvancedCheckout,
Order by SKU Description,按 SKU 描述排序,module,Magento_AdvancedCheckout,
Display a Link to Loading a Spreadsheet,顯示加載電子表格的鏈接,module,Magento_AdvancedCheckout,
Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget,定義在組件上是否顯示我的賬戶頁面 > 按 SKU 排序的鏈接,module,Magento_AdvancedCheckout,
Link Text,鏈接文本,module,Magento_AdvancedCheckout,
The text of the link to the My Account &gt; Order by SKU page,我的賬戶頁面 > 按 SKU 排序的鏈接文本,module,Magento_AdvancedCheckout,
Load a list of SKUs,加載 SKU 的列表,module,Magento_AdvancedCheckout,
Order by SKU Template,按 SKU 排序的模板,module,Magento_AdvancedCheckout,
Please correct the data sent.,請更正發送的數據。,module,Magento_AdvancedPricingImportExport,
Entity type model '%1' is not found,實體型模式必須是一個實例 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,module,Magento_AdvancedPricingImportExport,
Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,實體模類型型必須是實例 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,module,Magento_AdvancedPricingImportExport,
There are no product types available for export,沒有可以導出的產品類型,module,Magento_AdvancedPricingImportExport,
%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,類%1未實現\Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,module,Magento_AdvancedRule,
Sales Rule,促銷規則,module,Magento_AdvancedSalesRule,
Index sales rule,索引促銷規則,module,Magento_AdvancedSalesRule,
Related Search Terms,相關搜索關鍵詞,module,Magento_AdvancedSearch,
Add New Search Term,添加新的搜索詞,module,Magento_AdvancedSearch,
button_label,按鈕名稱,module,Magento_AdvancedSearch,
Missing search engine parameter.,丟失搜索引擎參數,module,Magento_AdvancedSearch,
Successful! Test again?,成功! 再測試一遍？,module,Magento_AdvancedSearch,
Connection failed! Test again?,連接失敗! 再測試一遍？,module,Magento_AdvancedSearch,
Enable Search Recommendations,啟用搜索建議,module,Magento_AdvancedSearch,
When you enable this option your site may slow down.,當您啟用此選項時您的站點響應可能變慢.,module,Magento_AdvancedSearch,
Search Recommendations Count,搜索建議總數,module,Magento_AdvancedSearch,
Show Results Count for Each Recommendation,顯示每項搜索建議的結果總數,module,Magento_AdvancedSearch,
Enable Search Suggestions,啟用搜索建議,module,Magento_AdvancedSearch,
Search Suggestions Count,搜索建議計數,module,Magento_AdvancedSearch,
Show Results Count for Each Suggestion,顯示每個建議的結果數,module,Magento_AdvancedSearch,
Related search terms,相關搜索,module,Magento_AdvancedSearch,
Did you mean,您的意思是？,module,Magento_AdvancedSearch,
ID,ID,module,Magento_AdvancedSearch,
Search Query,搜索查詢,module,Magento_AdvancedSearch,
Store,商店,module,Magento_AdvancedSearch,
Results,結果,module,Magento_AdvancedSearch,
Uses,使用,module,Magento_AdvancedSearch,
Redirect URL,重定向 URL,module,Magento_AdvancedSearch,
Suggested Term,建議的詞,module,Magento_AdvancedSearch,
Yes,是,module,Magento_AdvancedSearch,
No,否,module,Magento_AdvancedSearch,
Action,操作,module,Magento_AdvancedSearch,
Edit,編輯,module,Magento_AdvancedSearch,
"RPC call failed, connection timed out after %time_out.",RPC 調用失敗，連接%time_out 后超時。,module,Magento_Amqp,
Message has been rejected: %1,消息被拒絕: %1,module,Magento_Amqp,
Error while checking if topic is synchronous,檢查是否主題是否同步時出錯,module,Magento_Amqp,
Subscription status,訂閱狀態,module,Magento_Analytics,
"Sorry, there has been an error processing your request. Please try again later.",對不起，已處理您的請求時出錯。請稍后再試。,module,Magento_Analytics,
"Sorry, there was an error processing your registration request to Magento Analytics. Please try again later.",對不起，處理 Magento 分析您的注冊請求時出錯。請稍后再試。,module,Magento_Analytics,
Error occurred during postponement notification,推遲通知的過程中出錯,module,Magento_Analytics,
Time value has an unsupported format,時間的格式不支持,module,Magento_Analytics,
Cron settings can't be saved,無法保存 Cron 設置,module,Magento_Analytics,
There was an error save new configuration value.,有保存新的配置值時出錯。,module,Magento_Analytics,
Please select a vertical.,請選擇一個認証。,module,Magento_Analytics,
--Please Select--,-- 請選擇 --,module,Magento_Analytics,
Command was not found.,命令未找到。,module,Magento_Analytics,
Input data must be string or convertible into string.,輸入數據必須是字符串或可被轉換成字符串。,module,Magento_Analytics,
Input data must be non-empty string.,輸入數據必須是非空字符串。,module,Magento_Analytics,
Not valid cipher method.,無效的加密方法。,module,Magento_Analytics,
Encryption key can't be empty.,加密密鑰不能為空。,module,Magento_Analytics,
"Source ""%1"" is not exist","源 ""%1"" 不存在",module,Magento_Analytics,
"These arguments can't be empty ""%1""","這些參數不能為空 ""%1""",module,Magento_Analytics,
Cannot find predefined integration user!,無法找到預定義的集成用戶!,module,Magento_Analytics,
File is not ready yet.,文件尚未准備就緒。,module,Magento_Analytics,
Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.,"您的Base URL 已更改, 並且您的報告正在被更新。高級報告將在此變更處理完成后可用。請稍后再試。",module,Magento_Analytics,
Failed to synchronize data to the Magento Business Intelligence service.,無法將數據同步到 Magento 智慧商務（Magento Business Intelligence）服務。,module,Magento_Analytics,
"<a href=""%1"">Retry Synchronization</a>","<a href=""%1""> 重試同步 </a>",module,Magento_Analytics,
TestMessage,測試消息,module,Magento_Analytics,
Error message,錯誤消息,module,Magento_Analytics,
Apps and Games,應用程序和游戲,module,Magento_Analytics,
Athletic/Sporting Goods,體育/體育用品,module,Magento_Analytics,
Art and Design,藝術與設計,module,Magento_Analytics,
Advanced Reporting,高級報告,module,Magento_Analytics,
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","通過根據客戶數據量身定做的動態產品、訂單和客戶報告, 獲得新的洞察力並掌握您的業務性能。",module,Magento_Analytics,
View details,查看詳情,module,Magento_Analytics,
Go to Advanced Reporting,轉到高級報告,module,Magento_Analytics,
An error occurred while subscription process.,訂閱過程時出錯。,module,Magento_Analytics,
Analytics,統計,module,Magento_Analytics,
API,應用開發接口（API）,module,Magento_Analytics,
Configuration,配置,module,Magento_Analytics,
Business Intelligence,智慧商務,module,Magento_Analytics,
BI Essentials,BI至關重要,module,Magento_Analytics,
"This service provides a dynamic suite of reports with rich insights about your business.
                Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the
                ""Go to Advanced Reporting"" link. </br> For more information, see our
                <a href=""https://magento.com/legal/terms/privacy"">terms and conditions</a>.","此服務提供了一組動態的報告, 對您的業務有豐富的洞察力。                通過單擊 ""轉到高級報告"" 鏈接, 可以在管理面板外部的個性化儀表板上安全地訪問報表。</br> 有關詳細信息, 請參閱我們的 <a href=""https://magento.com/legal/terms/privacy""> 條款和條件 </a>。",module,Magento_Analytics,
Advanced Reporting Service,高級報告服務,module,Magento_Analytics,
Industry,工業制品,module,Magento_Analytics,
Time of day to send data,每天發送數據的時間,module,Magento_Analytics,
<strong>Get more insights from Magento Business Intelligence</strong>,<strong> 從 Magento 商業智能中獲得更多的洞察力 </strong>,module,Magento_Analytics,
"Magento Business Intelligence provides you with a simple and clear path to
                    becoming more data driven.</br> Learn more about <a target=""_blank""
                    href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">BI Essentials</a> tier.","Magento 商業智能為您提供了一個簡單而清晰的路徑, 使其成為更多的數據驅動. </br>了解有關 <a target=""_blank"" href=""https://dashboard.rjmetrics.com/v2/magento/signup/""> BI 要點 </a> 層的詳細信息。",module,Magento_Analytics,
Auto Parts,汽配,module,Magento_Analytics,
"Baby/Children’s Apparel, Gear and Toys",嬰兒/兒童服裝，用品和玩具,module,Magento_Analytics,
Beauty and Cosmetics,美容化妝,module,Magento_Analytics,
"Books, Music and Magazines",圖書，音樂，雜志,module,Magento_Analytics,
Crafts and Stationery,工藝品和文具,module,Magento_Analytics,
Consumer Electronics,消費電子產品,module,Magento_Analytics,
Deal Site,交易網站,module,Magento_Analytics,
Fashion Apparel and Accessories,時尚服裝及配件,module,Magento_Analytics,
"Food, Beverage and Grocery",食品、飲料和雜貨,module,Magento_Analytics,
Home Goods and Furniture,居家用品和家具,module,Magento_Analytics,
Home Improvement,家居裝修,module,Magento_Analytics,
Jewelry and Watches,首飾和手表,module,Magento_Analytics,
Mass Merchant,大型零售商,module,Magento_Analytics,
Office Supplies,辦公用品,module,Magento_Analytics,
Outdoor and Camping Gear,戶外和露營裝備,module,Magento_Analytics,
Pet Goods,寵物用品,module,Magento_Analytics,
Pharma and Medical Devices,藥品和醫療器械,module,Magento_Analytics,
Technology B2B,技術 B2B,module,Magento_Analytics,
Analytics Subscription,訂閱分析,module,Magento_Analytics,
powered by Magento Business Intelligence,由 Magento 商業智能驅動,module,Magento_Analytics,
Are you sure you want to opt out?,您確定不參與嗎？,module,Magento_Analytics,
Cancel,取消,module,Magento_Analytics,
Opt out,不參與,module,Magento_Analytics,
"<p>Advanced Reporting in included,
                    free of charge, in your Magento software. When you opt out, we collect no product, order, and
                    customer data to generate our dynamic reports.</p><p>To opt in later: You can always turn on Advanced
                    Reporting in you Admin Panel.</p>","<p> 在您的 Magento 軟件中免費包含高級報告。當您選擇退出時, 我們不會收集產品、訂單和客戶數據來生成動態報表. </p><p> 稍后選擇: 您始終可以在 ""管理"" 面板中打開高級報告. </p>",module,Magento_Analytics,
"In order to personalize your Advanced Reporting experience, please select your industry.","為了個性化您的高級報告經驗, 請先選擇您的行業。",module,Magento_Analytics,
Back,返回,module,Magento_AsynchronousOperations,
Done,完成,module,Magento_AsynchronousOperations,
Retry,重試,module,Magento_AsynchronousOperations,
Action Details - #' .,操作詳情-#'。,module,Magento_AsynchronousOperations,
"%1 item(s) have been scheduled for update.""","%1 項目已定於更新。""",module,Magento_AsynchronousOperations,
Bulk Actions Log,批量操作日志,module,Magento_AsynchronousOperations,
%1 item(s) are currently being updated.,目前正在更新的項目 （%1）。,module,Magento_AsynchronousOperations,
"Task ""%1"":",%1的任務︰,module,Magento_AsynchronousOperations,
%1 item(s) have been scheduled for update.,%1 項目已定於更新。,module,Magento_AsynchronousOperations,
%1 item(s) have been successfully updated.,%1 項目已成功更新。,module,Magento_AsynchronousOperations,
%1 item(s) failed to update,%1 項目更新失敗,module,Magento_AsynchronousOperations,
Details,詳情,module,Magento_AsynchronousOperations,
View Details,查看詳情,module,Magento_AsynchronousOperations,
Dismiss,忽略,module,Magento_AsynchronousOperations,
"Pending, in queue...",挂起，隊列中......,module,Magento_AsynchronousOperations,
%1 items selected for mass update,%1 項目選擇大規模更新,module,Magento_AsynchronousOperations,
", %1 successfully updated",，已成功更新 %1,module,Magento_AsynchronousOperations,
", %1 failed to update",", %1 更新失敗",module,Magento_AsynchronousOperations,
Something went wrong.,出了點問題。,module,Magento_AsynchronousOperations,
Action Log,操作日志,module,Magento_AsynchronousOperations,
Bulk Actions,批量操作,module,Magento_AsynchronousOperations,
Days Saved in Log,日志保存天數,module,Magento_AsynchronousOperations,
Description of Operation,操作說明,module,Magento_AsynchronousOperations,
Summary,摘要,module,Magento_AsynchronousOperations,
Start Time,開始時間,module,Magento_AsynchronousOperations,
Items to Retry,項目以重試,module,Magento_AsynchronousOperations,
"To retry, select the items and click “Retry”.","要重試，請選中該項目並單擊""重試""。",module,Magento_AsynchronousOperations,
Items That Can’t Be Updated.,不能更新的項目。,module,Magento_AsynchronousOperations,
ID,ID,module,Magento_AsynchronousOperations,
Status,狀態,module,Magento_AsynchronousOperations,
Meta Information,Meta 信息,module,Magento_AsynchronousOperations,
Error,錯誤,module,Magento_AsynchronousOperations,
Dismiss All Completed Tasks,關閉所有已完成的任務,module,Magento_AsynchronousOperations,
Action Details - #,操作詳情 - #,module,Magento_AsynchronousOperations,
Number of Records Affected,受影響的記錄數,module,Magento_AsynchronousOperations,
We can't find the role for the user you wanted.,出了錯，同時編制允許的資源列表。 “”你可以找到更多的例外日志。,module,Magento_Authorization,
Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.,編譯允許資源列表時出錯。可以從異常日志查找更多可用信息。,module,Magento_Authorization,
You created the order.,您已創建的訂單。,module,Magento_Authorizenet,
Order saving error: %1,訂單保存錯誤: %1,module,Magento_Authorizenet,
Please choose a payment method.,請選擇支付方式,module,Magento_Authorizenet,
We can't process your order right now. Please try again later.,商戶郵件,module,Magento_Authorizenet,
An error occurred on the server. Please try to place the order again.,服務器上出現錯誤。請試著再次下訂單。,module,Magento_Authorizenet,
Credit Card: xxxx-%1,信用卡：xxxx-%1,module,Magento_Authorizenet,
amount %1,金額 %1,module,Magento_Authorizenet,
failed.,失敗。,module,Magento_Authorizenet,
successful.,成功。,module,Magento_Authorizenet,
Authorize.Net Transaction ID %1.,Authorize.Net 交易記錄 ID %1。,module,Magento_Authorizenet,
authorize,授權,module,Magento_Authorizenet,
authorize and capture,授權和獲取,module,Magento_Authorizenet,
capture,獲取,module,Magento_Authorizenet,
refund,退款,module,Magento_Authorizenet,
void,無效,module,Magento_Authorizenet,
Gateway error: %1,網關錯誤: %1,module,Magento_Authorizenet,
Something went wrong in the payment gateway.,支付網關出錯。,module,Magento_Authorizenet,
